"","mean","sd"
"HNRNPH2",8.37969422086907,0.563832884327892
"PJA2",8.48025337742405,0.56933738866388
"ECHS1",8.53701768878726,0.42736225080592
"PLP2",10.3833608180719,0.453310080610439
"TERF2IP",8.74464983871126,0.465229492669813
"ARCN1",8.5067309501942,0.395840317184924
"SLC7A5",6.55087117926804,0.825123848901272
"CREG1",9.27173558587494,0.66185329755676
"PCNA",7.31465283175645,0.595803690581167
"HDAC1",8.71532013193683,0.379934254841929
"LGMN",4.61612933150515,0.272149242634452
"PLS3",2.81107544650127,0.348232555383245
"ERP29",9.57668676715432,0.444028598077127
"ILK",9.09957619112299,0.392461344964136
"DDX1",7.72641865336032,0.546621905962263
"PSMC4",7.74486660596629,0.3019653649096
"CDIPT",10.0879675716224,0.334178098979875
"COX7A2L",8.73703853419128,0.382750139530031
"PSMC3",7.44833468321555,0.43072416937992
"RALY",7.844524145308,0.316358909677419
"AKR1B1",8.41591447896544,0.550185299009524
"SRP9",9.22591531070622,0.777892694810316
"FDPS",7.86992022177301,0.342916155717145
"RAB5B",8.02721263962751,0.341071900023237
"HNRNPAB",8.43119886690396,0.464041477616884
"ADRM1",7.76560686150804,0.298746595142022
"EIF4A3",8.39336588526975,0.352462276000847
"ENO2",5.78441223657831,0.496642690666063
"STK25",6.1638090566803,0.364133992842454
"IFITM2",12.7101522219836,0.406115434852611
"ATP5B",10.0481472036554,0.331844683159178
"EBNA1BP2",5.94415042494,0.480563464514752
"RARS",6.82183461574942,0.336754755818498
"SNRPC",8.124414496461,0.256580197211977
"ADIPOR2",7.73051621128595,0.307450272406135
"SLC9A3R1",8.82885661054991,0.382195337131225
"TMEM109",7.23784381766165,0.418104729435418
"HNRNPF",7.83576980644363,0.40677835691928
"TPD52L2",8.7573136052397,0.449605696275216
"PSMD3",6.79054867787303,0.365907213734415
"ITGA5",7.84137598727621,0.436665542441225
"SGTA",6.2513249678275,0.24761963380818
"PHGDH",5.97994336654537,0.268359071148246
"PSMB3",10.1709759531114,0.425334512633075
"IFI30",12.0707861959434,0.533403411839237
"ALDH2",9.16394655776317,0.589208670922923
"PTDSS1",8.94254741787907,0.41937462190679
"TTC1",7.70517547436542,0.285205345432217
"COL6A3",3.91595204026685,0.290488642991957
"GBF1",5.68149956612931,0.289550118699118
"COX6B1",10.0462188182642,0.345658713014721
"CNN3",2.94132018456297,0.258394759946934
"SCRN1",6.5913117178473,0.502542096553949
"TALDO1",11.8805255194045,0.386257331815447
"VBP1",7.92113277002302,0.718905184067246
"JUNB",8.16364606454098,0.583749192180846
"ITGA3",4.46186956420184,0.263444636379813
"SUPT5H",7.37124192687549,0.276685798691528
"AHSA1",8.06573785134436,0.386175695367298
"RPL41",13.3838248215604,0.425403581357364
"TGFBI",9.63887699821154,0.689301043815063
"PFDN1",6.83281077218646,0.256534963217878
"IGFBP4",5.3183439023522,0.334315074739186
"AAMP",7.63637169049673,0.278894547217973
"SRM",6.44902671251117,0.383384083449378
"CBX1",7.55309475325945,0.562384915709163
"APOD",3.87801117043939,0.26546948658192
"ARF5",8.43174793919148,0.303856987445927
"ATP6V1F",9.5324267474541,0.367107085041546
"ZFP36",10.1519599760364,0.561706376195322
"ZNHIT1",8.29872141645488,0.348645290434072
"MCM3",6.92214620482001,0.438844888739313
"CLSTN1",7.39853224039106,0.348112015644484
"UQCRQ",8.13416243088328,0.656297567610845
"GLB1",8.27673359177753,0.445727948572174
"NME1",6.78792469326804,0.519844660589416
"PODXL",3.82968437164003,0.245974251740717
"FAT1",3.21356433095484,0.21363759267685
"DDX39A",8.27063402668422,0.50779751704404
"PPP4R1",8.81769131285722,0.529015444239151
"KRT18",5.1486808715126,0.301561911380707
"COX7A2",9.98031390086021,0.503756333945573
"INPPL1",6.73981494950118,0.259818498286132
"OAT",8.06955377400144,0.591977427603703
"PHB2",10.0246747252705,0.384436540733797
"ALDH9A1",8.90344545914596,0.357793301843054
"RUVBL1",6.15732895813409,0.47573428457252
"SND1",8.10788654991513,0.376658126819919
